,mag_x,mag_y,mag_z
0,-5.593688493612921,0.11237589314909968,0
1,-5.2936884816919925,0.41237590507002864,0
2,-5.569855725411093,0.7123759169909576,0
3,-5.869855737332022,0.41237590507002864,0
4,-6.160247927549994,0.7123759169909576,0
5,-6.460247939470923,0.9193185497853378,0
6,-6.668311422709143,1.2193185617062667,0
7,-6.968311434630072,1.487757735404692,0
8,-7.268311446551001,1.7724432875249008,0
9,-7.54362804258219,2.0724432994458297,0
10,-7.7821323182617785,2.3724433113667587,0
11,-8.024435808900511,2.6724433232876876,0
12,-8.320972433332122,2.9724433352086166,0
13,-8.60369687342993,3.2724433471295455,0
14,-8.90369688535086,3.543556236180983,0
15,-9.203696897271788,3.7670978386733154,0
16,-9.19496303748173,3.9309864842485505,0
17,-9.128543262333059,4.082854137452586,0
18,-9.072410648233236,4.2061104395657765,0
19,-9.011747781290786,4.334559023291829,0
20,-8.959750323085007,4.44104426323113,0
21,-8.90088130967139,4.557884587299519,0
22,-8.828137207195489,4.697232531068759,0
23,-8.768325704041189,4.807958438656741,0
24,-8.718726392037505,4.897326832139007,0
25,-8.694433031159889,4.940327344081145,0
26,-8.630568300699727,5.051068283735333,0
27,-8.46369450149366,5.325962390534315,0
28,-8.42559957064729,5.3860256103279145,0
29,-8.228181506768276,5.583473253011897,0
30,-8.022292773500492,5.78936209058781,0
31,-7.722292761579563,6.089362102508739,0
32,-7.422292749658634,6.389362114429668,0
33,-7.187925319448521,6.623892399430469,0
34,-6.887925307527592,6.923892411351398,0
35,-6.587925295606663,7.223892423272327,0
36,-6.3574565903101465,7.455066966772273,0
37,-6.057456578389218,7.755066978693202,0
38,-5.848796691075375,7.963861870527461,0
39,-5.591083701029827,8.221575277805522,0
40,-5.3028157364832795,8.478215924645072,0
41,-5.016456024616259,8.650732278431187,0
42,-4.766183167047812,8.791103344754292,0
43,-4.456107214305809,8.952268343532365,0
44,-4.23730384689035,9.057883644048882,0
45,-3.8976555548780527,9.209141174698553,0
46,-3.5558333291527147,9.34644581299687,0
47,-3.261447249770837,9.453198497702365,0
48,-2.9054042628208614,9.568627177896648,0
49,-2.6376203501097626,9.645877818461463,0
