,reward
0,-2.984739726485941e-05
1,-3.522847398684803e-05
2,-3.763578012794255e-05
3,1.8910946408823293e-06
4,5.094173275210778e-05
5,0.00012947829763021446
6,0.0003048061256016865
7,0.0010240424735741271
8,0.000367926489825976
9,0.0012269666616404606
10,0.0016140750526005831
11,0.11445975768891614
12,0.14664638951840558
13,0.2003981415206546
14,0.26567805590250515
15,0.35638713906688935
16,0.4642855084089703
17,0.5982975170539895
18,0.7466874973310667
19,0.9226818321646668
20,1.098596060610415
21,1.2878191196121058
22,1.5039450890430572
23,1.7354367113874325
24,1.8836114554030026
25,1.9947317185429547
26,2.0919634420078914
27,2.167150119637107
28,2.2402481385389983
29,2.3055843038357438
30,2.428422879093457
31,2.62373574292047
32,2.7233938492634557
33,2.8113909307774065
34,2.888823415620969
35,2.957063220928582
36,3.0145454063119814
37,3.0588089893068826
38,3.092102434928634
39,3.1145693072476632
40,3.1256702632179767
41,3.2026248763550313
42,3.323556012356139
43,3.4444142197834893
44,3.566805174223795
45,3.6829339800095795
46,3.793458090860824
47,3.8980262014817413
48,3.993059015448601
49,4.063241431139097
50,4.128882761066777
51,4.186828645814238
52,4.228419985265468
53,4.251098867439822
54,4.259283405115362
55,4.251356987264963
56,4.22168453615015
57,4.172215640023076
58,4.105243845539199
59,4.022595041915906
60,3.923634849198727
61,3.8110290857808238
62,3.6854742607917146
63,3.5334048303461074
64,3.3771690690686285
65,3.220196947174827
66,3.0519516851820683
67,2.8796879780354345
68,2.709680213778931
69,2.543346124168373
70,2.380344368702332
71,2.2088991393614776
72,2.0368064249276685
73,1.8709140048277817
74,1.7072192221102611
75,1.5501666824609117
76,1.387879419162772
77,1.254886373743318
78,1.142399391779847
79,1.0422612769882278
80,0.9570479809477916
81,0.8913940833659595
82,0.8193481336389752
83,0.7722292078837256
84,0.7203417065473516
85,0.6727774817633758
86,0.5808117202628793
87,0.5374657994138587
88,0.4583523653992927
89,0.43443455711305035
90,0.36069482392804275
91,0.3559137371165022
92,0.3306528944405329
93,0.30026182525332956
94,0.2546457004774183
95,0.26153740051757524
96,0.2306094248988444
97,0.20324168548818022
98,0.1934604036459575
99,0.1735950831113442
100,0.17965290187277105
101,0.15991920806307292
102,0.13290636808658718
103,0.11296788489712384
104,0.10737479512464176
105,0.10039730007221692
106,0.10787516523446783
107,0.0952488382839789
108,0.08865980000123841
109,0.08413294070500399
110,0.07165727382126619
111,0.05994065390463987
112,0.0535732509352016
113,0.05234292618009562
114,0.050846464680773806
115,0.04814907457898698
116,0.04526790094306676
117,0.04362246737212416
118,0.04103320877383965
119,0.04020079391324316
120,0.03652212922649056
121,0.034875475303977055
122,0.03044158722705248
123,0.026899820540720043
124,0.02191051169482705
125,0.021195950577386213
126,0.017786437175182357
127,0.016419057719758712
128,0.015125999729654893
129,0.014227503528942975
130,0.012144101420794584
131,0.009885745384003997
132,0.004903827012938677
133,-0.00020366649891911948
134,-0.0035863459138951725
135,-0.011557065214162776
136,-0.023836918429260834
137,0.015969294835933567
138,0.03316615287651814
139,0.05944727397686478
140,0.051817617337945876
141,0.0471779562447594
142,0.035291279477327464
143,0.025675577320747323
144,0.013972334524758878
145,0.006784133546489102
146,0.00867674594740464
147,-0.004820034887238478
148,-0.04052398448394001
149,-0.10463431771544407
150,-0.19490368754400578
151,-0.306174752716899
152,-0.4216331354381353
153,-0.5362903134846775
154,-0.6392271258178894
155,-0.6513056924643479
156,-0.5962750781309012
157,-0.5252515436965055
158,-0.4276859002931843
159,-0.33785348120741077
160,-0.27061461808752796
161,-0.17913642779021188
162,-0.04073609843850079
163,0.12362976489576738
164,0.30412945462291674
165,0.4999353973783016
166,0.712407947356688
167,0.9345391308066908
168,1.0974899722008757
169,1.2340657076530448
170,1.3807244579794897
171,1.527621392422347
172,1.6753820563154065
173,1.7367522237692867
174,1.6994599545670397
175,1.8005521626482235
176,1.9771173037673506
177,2.162527798252327
178,2.3482693312696767
179,2.433075884188689
180,2.4280457271193256
181,2.401312722205944
182,2.415373896940025
183,2.603130572587453
184,2.6919235067588687
185,2.7828952858649103
186,2.8840788228465186
187,2.9992068148882822
188,3.124093822737919
189,3.2607193782197896
190,3.409145084280283
191,3.559366227275831
192,3.7203015412124074
193,3.848833863465231
194,3.9510966054523067
195,4.044682009619862
196,4.113258388250287
197,4.179384149543139
198,4.103533848530532
199,3.9817397126151377
200,3.8752486498087535
201,3.7314135502747092
202,3.5600225762676985
203,3.3856288408344426
204,3.1795959682690267
205,3.067033963338517
206,2.9436261196685365
207,2.943891104786829
208,2.964982395616431
209,2.966308437265326
210,2.953867510457897
211,2.9290899397449977
212,2.8786466602996796
213,2.795388233074192
214,2.5956587175274137
215,2.4843335051286175
216,2.405187429111848
217,2.326449450604642
218,2.2407360094715045
219,2.152301439306683
220,2.0661245140190942
221,1.9690925367487466
222,1.87741321429435
223,1.7922460231725523
224,1.7072967516698156
225,1.618282803314699
226,1.5273280042857351
227,1.3932869970946626
228,1.277006036306858
