,mag_x,mag_y,mag_z
0,0.2991531789302826,0.30000001192092896,0
1,0.5991531908512115,0.6000000238418579,0
2,0.8991532027721405,0.9000000357627869,0
3,1.1991532146930695,1.2000000476837158,0
4,1.4991532266139984,1.5000000596046448,0
5,1.7991532385349274,1.8000000715255737,0
6,2.0991532504558563,2.1000000834465027,0
7,2.3991532623767853,2.3978191018104553,0
8,2.6991532742977142,2.403063395060599,0
9,2.999153286218643,2.7030633175745606,0
10,3.299153298139572,3.0030630016699433,0
11,3.599153310060501,2.7068814719095826,0
12,3.89915332198143,2.530248531140387,0
13,4.199153333902359,2.272126712836325,0
14,4.499153345823288,1.9746748292818666,0
15,4.799153357744217,2.1117905164137483,0
16,5.099153369665146,1.8206925773993134,0
17,5.399153381586075,1.8299758853390813,0
18,5.699153393507004,1.5372994067147374,0
19,5.999153405427933,1.5018765786662698,0
20,6.299153417348862,1.2030658284202218,0
21,6.599153429269791,1.055752874352038,0
22,6.89915344119072,0.7659147093072534,0
23,7.199153453111649,0.4670141348615289,0
24,7.4991534650325775,0.7584467837586999,0
25,7.7991534769535065,1.0427376935258508,0
26,8.099153488874435,0.74274015519768,0
27,8.399153500795364,0.6780164772644639,0
28,8.699153512716293,0.37801986280828714,0
29,8.999153524637222,0.07801985088735819,0
30,9.299153536558151,-0.16420663055032492,0
31,9.59915354847908,-0.45381764229387045,0
32,9.89915356040001,-0.7538176542147994,0
33,9.944931657737865,-1.0480144669436637,0
34,9.910362644187918,-1.3359312335164102,0
35,9.86881382592063,-1.6144700893227568,0
36,9.821628745530123,-1.8803214578832952,0
37,9.770462075909334,-2.130274823401307,0
38,9.717157318382514,-2.361536290173232,0
39,9.663582586999816,-2.5719975863585014,0
40,9.608778327251818,-2.7697254480788773,0
41,9.552117244071917,-2.959232359160714,0
42,9.493980072419197,-3.1407550659844845,0
43,9.434713783437518,-3.314540062303385,0
44,9.374633238210055,-3.4808406526365476,0
45,9.314022939259154,-3.6399143790691384,0
46,9.253138838087512,-3.792020786213663,0
47,9.191648600346493,-3.938730253234963,0
48,8.906989482886242,-4.238730265155892,0
49,8.676958827025341,-4.538730277076821,0
50,8.377324280983853,-4.83873028899775,0
51,8.077504126078534,-5.138730300918679,0
52,7.777504203564572,-5.438730312839608,0
53,7.4775044002599,-5.738730324760537,0
54,7.177504418141293,-6.038730336681466,0
55,6.877504406220364,-6.338730348602395,0
56,6.577504394299435,-6.638730360523324,0
57,6.277504382378506,-6.938730372444253,0
58,5.977504370457577,-7.238730384365182,0
59,5.677504358536648,-7.538730396286111,0
60,5.377504346615719,-7.83873040820704,0
61,5.07750433469479,-8.138730420127969,0
62,4.777504322773861,-8.438730432048898,0
63,4.477504310852932,-8.738730443969827,0
64,4.1775042989320035,-9.038730455890756,0
65,3.834662585466973,-9.235548865964585,0
66,3.4757183590218137,-9.376533575301625,0
67,3.1182411590533703,-9.501398427283506,0
68,2.7633813578230715,-9.610604740141794,0
69,2.4122026104145444,-9.704703940167843,0
70,2.066605838242107,-9.78412695693099,0
71,1.7396677764192683,-9.847515220992982,0
72,1.4249761639007825,-9.897951451301154,0
73,1.1179243283307518,-9.937315794324252,0
74,0.8152020103897969,-9.966716895861769,0
75,0.5145195983397296,-9.986754707257225,0
76,0.21447024393620734,-9.99769986119137,0
77,-0.0855266397591681,-9.999634253006032,0
78,-0.3852404649901109,-9.992576733962776,0
79,-0.6836373316517843,-9.976604632778228,0
80,-0.9836373435727133,-9.688219003124297,0
81,-1.2836373554936422,-9.388218991203368,0
82,-1.5836373674145712,-9.68821840707785,0
83,-1.8531930416006224,-9.826783581140019,0
84,-2.1531930535215515,-9.52678356921909,0
85,-2.4531930654424805,-9.22678355729816,0
86,-2.7531930773634095,-8.926783545377232,0
87,-3.0531930892843384,-9.226749582650639,0
88,-3.3531931012052674,-8.92674957072971,0
89,-3.6531931131261963,-8.62717093384502,0
90,-3.9531931250471253,-8.92717094576595,0
91,-4.186117694074099,-9.081652858998726,0
92,-4.313960369284371,-9.021626567988939,0
93,-4.6139603812053,-8.72162655606801,0
94,-4.913960393126229,-8.421626544147081,0
95,-5.213960405047158,-8.121626532226152,0
96,-5.513960416968087,-7.821626520305223,0
97,-5.813960428889016,-7.521626508384294,0
98,-6.113960440809945,-7.221626496463365,0
99,-6.413960452730874,-6.921626484542436,0
100,-6.7139604646518025,-6.621626472621507,0
101,-7.0139604765727315,-6.321626460700578,0
102,-7.31396048849366,-6.021626448779649,0
103,-7.613960500414589,-5.72162643685872,0
104,-7.913960512335518,-5.4216264249377915,0
105,-8.213960524256446,-5.1216264130168625,0
106,-8.513960536177375,-4.8216264010959335,0
107,-8.813960548098304,-4.521626389175005,0
108,-9.073833765710951,-4.203039470697819,0
109,-9.231721601575167,-3.843867358665026,0
110,-9.373124473950737,-3.484901375337001,0
111,-9.498396977411453,-3.1273718773917762,0
112,-9.607997937938823,-2.7724313561499274,0
113,-9.702476649368387,-2.4211457759625303,0
114,-9.782354427354633,-2.0749799655936885,0
115,-9.846099447921238,-1.7476629141928623,0
116,-9.896832387672102,-1.4327277097636264,0
117,-9.936457223183847,-1.1255300315129482,0
118,-9.966098191832144,-0.8227313235559177,0
119,-9.986365534368888,-0.5220185954247094,0
120,-9.997536298202109,-0.2219638847454461,0
121,-9.999695532048447,0.07803375122550403,0
122,-9.992862173261386,0.3777639291961644,0
123,-9.97711063102147,0.6762125822242362,0
124,-9.95268833819276,0.9715939701345487,0
125,-9.920119859580447,1.2614364714711526,0
126,-9.880280556409733,1.5427430526927575,0
127,-9.834420114976938,1.8122309461371087,0
128,-9.784121346400731,2.0666324005264114,0
129,-9.731193077376549,2.3030156948702523,0
130,-9.43119306545562,2.603015706791181,0
131,-9.131193053534691,2.90301571871211,0
132,-8.831193041613762,3.203015730633039,0
133,-8.531193029692833,3.503015742553968,0
134,-8.231193017771904,3.803015754474897,0
135,-7.931193005850975,4.103015766395826,0
136,-7.631192993930046,4.403015778316755,0
137,-7.331192982009117,4.703015790237684,0
138,-7.031192970088188,5.003015802158613,0
139,-6.731192958167259,5.303015814079542,0
140,-6.43119294624633,5.603015826000471,0
141,-6.1311929343254015,5.9030158379214,0
142,-5.8311929224044725,6.203015849842329,0
143,-5.531192910483544,6.503015861763258,0
144,-5.231192898562615,6.803015873684187,0
145,-4.931192886641686,7.1030158856051155,0
146,-4.631192874720757,7.4030158975260445,0
147,-4.331192862799828,7.7030159094469735,0
148,-4.031192850878899,8.003015921367902,0
149,-3.73119283895797,8.303015933288831,0
150,-3.431192827037041,8.60301594520976,0
151,-3.131192815116112,8.90301595713069,0
152,-2.831192803195183,9.203015969051618,0
153,-2.531192791274254,9.503015980972547,0
154,-2.2192702202741517,9.750632784050701,0
155,-1.8848686539209465,9.820757107141295,0
156,-1.5653314993316123,9.876727053897978,0
157,-1.2553221383386992,9.920895439878235,0
158,-0.9509924123477608,9.95467796725022,0
159,-0.6496173454621169,9.978877557344552,0
160,-0.3494038566056815,9.99389398307732,0
161,-0.04940324178612175,9.999877965240426,0
162,0.25051812136712753,9.996861541047103,0
163,0.5505181332880564,9.726219051852233,0
164,0.8505181452089854,9.426219159140594,0
165,1.1505181571299143,9.126219147219665,0
166,1.4505181690508433,8.826219135298736,0
167,1.7505181809717723,8.526219123377807,0
168,2.050518192892701,8.226219111456878,0
169,2.35051820481363,7.926219099535949,0
170,2.650518216734559,7.62621908761502,0
171,2.950518228655488,7.326219075694091,0
172,3.250518240576417,7.026219063773162,0
173,3.550518252497346,6.726219051852233,0
174,3.850518264418275,6.426219039931304,0
175,4.150518276339204,6.126219028010375,0
176,4.450518288260133,5.826219016089446,0
177,4.750518300181062,5.526219004168517,0
178,5.050518312101991,5.226218992247588,0
179,5.35051832402292,4.926218980326659,0
180,5.650518335943849,4.62621896840573,0
181,5.950518347864778,4.3262189564848015,0
