,mag_x,mag_y,mag_z
0,-0.30000001192092896,-0.30000001192092896,0
1,-0.6000000238418579,-0.6000000238418579,0
2,-0.30000001192092896,-0.8929923176765442,0
3,0.0,-1.1879425048828125,0
4,-0.30000001192092896,-1.4879425168037415,0
5,-0.578119158744812,-1.7660616636276245,0
6,-0.8371643424034119,-2.0251068472862244,0
7,-1.1263625919818878,-2.3143050968647003,0
8,-1.4263626039028168,-2.6143051087856293,0
9,-1.6608331054449081,-2.853881150484085,0
10,-1.652335942722857,-3.153881162405014,0
11,-1.6273757284507155,-3.378979504108429,0
12,-1.8523483355164179,-3.5452511397515347,0
13,-1.9584978827191035,-3.487733654306875,0
14,-2.092940796277314,-3.4087532652390786,0
15,-1.7749784584894166,-3.584613155125463,0
16,-2.0035790846306605,-3.462032762934309,0
17,-1.6610835807204842,-3.6387911918466576,0
18,-1.870402704945533,-3.535759284981436,0
19,-1.5647915403842678,-3.681226349349063,0
20,-1.2510639602253233,-3.799320856077482,0
21,-1.4096838691447393,-3.7433663177777725,0
22,-1.069298603232343,-3.8544260917969826,0
23,-1.2095378549491096,-3.81274417938643,0
24,-0.9078315592337822,-3.895618289830147,0
25,-1.0210214145713006,-3.867494702127828,0
26,-0.7095856277994124,-3.9365579173715344,0
27,-0.8997281018884241,-3.8974978310028923,0
28,-0.5930988232245035,-3.9557848508089655,0
29,-0.7485555191983214,-3.9293338665323074,0
30,-0.6036119182311851,-3.954194311382443,0
31,-0.7437743601011949,-3.930241684840267,0
32,-0.6013067400756912,-3.954545511729451,0
33,-0.5796171867559323,-3.9577827020715954,0
34,-0.5008649082207837,-3.9685179026574877,0
35,-0.6656064971160669,-3.9442322435420656,0
36,-0.6078821016155891,-3.95354010356989,0
37,-0.6081417570720646,-3.9535001711528106,0
38,-0.5050849243732962,-3.9679830164922363,0
39,-0.5515682458193475,-3.9617890491801515,0
40,-0.5337718668510033,-3.964225976676708,0
41,-0.6366895226043212,-3.949003222562104,0
42,-0.5959002559363107,-3.9553638119615546,0
43,-0.6542319090584784,-3.9461348949535036,0
44,-0.6994609138321187,-3.9383695141544472,0
45,-0.5569797554527581,-3.9610318797020283,0
46,-0.6301420376050092,-3.950053292354802,0
47,-0.5281097077335947,-3.964984254268551,0
48,-0.566277434298338,-3.9597133567222382,0
49,-0.46342916906005005,-3.9730634786351344,0
50,-0.5504362965760766,-3.9619464765960197,0
51,-0.3903415724783681,-3.9809086220101952,0
52,-0.3844411242851597,-3.9814827667539086,0
53,-0.08690158037584611,-3.99905590300113,0
54,-0.27724693156330743,-3.99038019979785,0
55,-0.029401143239583687,-3.9998919451375445,0
56,0.2699817901849072,-3.990878328509722,0
57,0.4839321112632077,-3.7770030198768714,0
58,0.7839321231841366,-3.4770030079559424,0
59,1.0707365310191435,-3.18935552222291,0
60,1.3474030530452055,-2.912657409735117,0
61,1.6474030649661344,-2.6126573978141883,0
62,1.8746790176629347,-2.3845303652958014,0
63,2.1746790295838636,-2.0845303533748725,0
64,2.395471367835931,-1.8299295602516272,0
65,2.468676645159654,-1.5299295483306983,0
66,2.6634620016812605,-1.2299295364097693,0
