,reward
0,3.528232710436896e-06
1,5.452258630356255e-05
2,0.0002628114095237777
3,-2.197555453165023e-06
4,-9.978204991156758e-05
5,0.00018478559358214852
6,0.00015331804036122776
7,-0.000526157604188171
8,0.0012312360846600257
9,-0.000500677939090366
10,0.0005054916853275415
11,0.012856861681580511
12,0.04482162581879834
13,0.07630942036568555
14,0.1077306495097119
15,0.14597959466287946
16,0.19508166854315334
17,0.25701088107661363
18,0.3329893646552762
19,0.42453865239831856
20,0.5332131307416432
21,0.6621307929248843
22,0.8273953996758721
23,1.0109399121541074
24,1.2170446957619596
25,1.440052731702135
26,1.6782626501784037
27,1.9220093516203107
28,2.1288375314530583
29,2.2648402044783467
30,2.3830251379086853
31,2.483711299900939
32,2.5417658312696823
33,2.594961921567638
34,2.638155095594694
35,2.7020486145157463
36,2.767053031957385
37,2.857317097450469
38,2.9494191875564013
39,3.034659293397013
40,3.1173897896568015
41,3.2114556201942435
42,3.3143691728710323
43,3.42080891719732
44,3.5233751416009795
45,3.6237883888981592
46,3.7187108882978492
47,3.814446429896172
48,3.9057705556366784
49,3.9889548359905547
50,4.063004735960298
51,4.129351595593249
52,4.188980459197396
53,4.231621534272847
54,4.264169484313491
55,4.285791128349565
56,4.29327075036376
57,4.28470144029383
58,4.256772660709274
59,4.2108505242176975
60,4.1438070218401535
61,4.056795370373507
62,3.954279757841057
63,3.835324412723864
64,3.7022136397071037
65,3.566706593087652
66,3.4000154201616084
67,3.214909087965978
68,3.032884407153098
69,2.844035183843907
70,2.673519504355575
71,2.5198122305570436
72,2.364171745745658
73,2.1844451789415587
74,1.9480930664180818
75,1.72042961154375
76,1.5182452886442022
77,1.3354166690745117
78,1.1801006211188891
79,1.038373585999821
80,0.9209162785530012
81,0.8381792067921623
82,0.7432194636534106
83,0.7179488307643567
84,0.6428025226725254
85,0.618652846283041
86,0.5656071593807965
87,0.5513777171404755
88,0.5043556212892497
89,0.4903734715293595
90,0.46326179794832
91,0.42014323970146705
92,0.4218700359431793
93,0.36480307978706605
94,0.359377760517674
95,0.30663388686939186
96,0.26441490569315107
97,0.25551027998190534
98,0.2007096771206207
99,0.17375232949387254
100,0.14432899296441093
101,0.12882564815150488
102,0.10582379508786488
103,0.09242967622036247
104,0.07748657946063275
105,0.07030853431359674
106,0.05954208079973711
107,0.0527193245943991
108,0.04829907578482562
109,0.0374712775233732
110,0.033930112002167334
111,0.03166160543266017
112,0.03031927817776392
113,0.02682858994653259
114,0.02446797684697799
115,0.03701407782099153
116,0.021988975598006277
117,0.03369619515240174
118,0.034696346986073934
119,0.04654729069727637
120,0.04315693389813191
121,0.012077832257126886
122,0.021439215022489577
123,0.01939161735212025
124,0.017740148417466628
125,0.019680163028290565
126,-0.005755208499600428
127,-0.007882846447095915
128,0.0034627855720970047
129,-0.013237871983378113
130,-0.01275683720084686
131,-0.017657162755320144
132,-0.013003892785796722
133,-0.018096071514790424
134,-0.019706796708227614
135,-0.01683836329963384
136,-0.021083915077930726
137,-0.023711673781185993
138,-0.013878334910941703
139,-0.0059536312454255835
140,-0.00403242749992927
141,-0.005676721780751848
142,-0.01188464338806483
143,-0.03512790528986898
144,-0.053678338318334795
145,0.085730115134659
146,0.013604045013551058
147,-0.005016467985399231
148,-0.057517500163335455
149,-0.10732267846517374
150,-0.15209966618996873
151,-0.18792179900032124
152,-0.2161181246563615
