,mag_x,mag_y,mag_z
0,-1.6592909387538377,-0.6758190543387457,0
1,-1.4195681355187837,-0.9758190662596746,0
2,-1.187336146015877,-1.2758190781806036,0
3,-1.4708991638610307,-1.5593820960257574,0
4,-1.7708991757819597,-1.8593821079466863,0
5,-2.0708991877028886,-2.1593821198676153,0
6,-2.274007379193062,-2.3624903113577886,0
7,-2.574007391113991,-2.6624903232787176,0
8,-2.8648977569529954,-2.953380689117722,0
9,-3.1648977688739244,-3.253380701038651,0
10,-2.8648977569529954,-3.517292633745484,0
11,-2.5648977450320665,-3.670137196872048,0
12,-2.318270101327652,-3.970137208792977,0
13,-2.033545150537247,-4.151424259040169,0
14,-2.034760738838667,-4.451424270961098,0
15,-2.334760750759596,-4.751424282882027,0
16,-2.6339871837983075,-5.050650715920739,0
17,-2.9339871957192365,-5.350650727841668,0
18,-3.2339872076401655,-5.650650739762597,0
19,-3.5310935034642164,-5.947757035586648,0
20,-3.8310935153851453,-6.2477570475075765,0
21,-4.059019277919287,-6.475682810041718,0
22,-4.221017073024267,-6.6376806051466986,0
23,-4.521017084945196,-6.9376806170676275,0
24,-4.821017096866125,-7.2376806289885565,0
25,-5.121017108787054,-7.537680640909485,0
26,-5.421017120707983,-7.837680652830414,0
27,-5.700802545178885,-8.117466077301316,0
28,-5.788017831673145,-8.154682678083415,0
29,-5.832530632635932,-8.122905048033214,0
30,-5.867188441902909,-8.097907123893242,0
31,-5.90194411949247,-8.072611449239227,0
32,-5.9469687664552024,-8.039500139362291,0
33,-6.076359643465072,-7.9421567274430585,0
34,-6.111035680454365,-7.915506484882294,0
35,-6.151802943968442,-7.883864568762024,0
36,-6.188644685099953,-7.854977846027581,0
37,-6.488644697020882,-7.605814874054162,0
38,-6.773636855433815,-7.305814862133233,0
39,-6.988240458320015,-7.005814850212304,0
40,-7.256194986651772,-6.705814838291375,0
41,-7.556194998572701,-6.433106690527169,0
42,-7.85619501049363,-6.173130959154336,0
43,-8.09177608274896,-5.875641226849361,0
