,reward
0,-5.0793681438676686e-06
1,-8.21587715016392e-05
2,0.0001781714122905953
3,-1.0469318088013324e-05
4,4.1961360999209774e-05
5,-7.44818791531543e-05
6,-1.1728817987943785e-05
7,-2.768305352063294e-05
8,0.0001216687022953522
9,-2.588756428778538e-05
10,9.197604555311045e-05
11,0.00023676876905298627
12,4.5567405049240506e-05
13,0.00019632461805585422
14,1.6384576806416362e-05
15,4.209129169652215e-05
16,-0.00020499495795078815
17,-0.0003917247818030489
18,-0.0006058674100550832
19,-0.0004753368198784358
20,-0.0005443403297888949
21,-0.00015517593856984035
22,-0.0011792513962483042
23,0.0057853212148373245
24,0.0034516373868065386
25,0.006843690909210665
26,-0.008018162760699
27,0.004333063693255923
28,0.005418820804479196
29,-0.006853170407019604
30,0.008328392824807906
31,-0.006990752774278519
32,0.0074725689251131655
33,-0.011150873797305394
34,0.0071040624822238385
35,-0.0017938110491222403
36,0.0035790453125805755
37,0.000900420907221644
38,-0.0006440534485641081
39,-0.002399370968770853
40,0.005679933481825827
41,-0.002530743697057858
42,-0.0037613550975201804
43,0.004507281776984229
44,-0.0016305055465970497
45,0.0012381864405419662
46,0.0024412325114120392
47,-0.0024238779318075387
48,0.0014258219147755824
49,-0.0007509069403965896
50,-0.008103206859413348
51,-0.001546337199069825
52,-0.009294543058331328
53,0.002499655250325361
54,-0.0070819156250578885
55,0.028515988736295128
56,-0.017980207118935
57,-0.04350242169978813
58,-0.006157996423770129
59,0.00875474919634911
60,-0.0044105026528740154
61,0.0024021473210567024
62,0.003176938360027748
63,-0.009850528161656769
64,-0.0017180277011341616
65,-0.004596435222854467
66,0.002677215866793148
67,-0.008653802746980688
68,0.02113490241114846
69,0.05573849097585182
70,0.05981670779174664
71,0.03604131200631855
72,0.039230039584765564
73,0.07236916881867117
74,0.051894431723873424
75,0.0054299227633514136
76,0.03100327078406906
77,0.060003212437234055
78,0.02863720034273598
79,-0.002436559777656555
80,-0.005783305145108386
81,0.008528191700776233
82,0.005570918822410675
83,-0.0023412066949823895
84,0.002047086401546494
85,0.0028533018317844494
86,-0.0009166822452222334
87,0.0010342995482837125
88,0.0005920345025955953
89,0.0002557208451925419
90,2.0543728140864914e-05
91,6.819109922062694e-05
92,6.712129128061406e-06
93,5.371538591703029e-07
94,-9.234438742566908e-05
95,-4.4467745343723664e-05
96,-8.496259964019259e-05
97,4.999636660230067e-05
98,-6.468196332320986e-05
99,-5.536123143912164e-05
100,-5.26320934390867e-05
101,2.5190402475061546e-05
102,-8.811244496698123e-05
103,-9.579786651059408e-05
104,0.00041522230107560176
105,-4.449089438196552e-05
106,0.0002109633420843693
107,1.13566479242877e-05
108,-6.157934979711399e-05
109,-1.8348011483482196e-05
110,-4.1094375493599955e-05
111,-4.668745429370347e-05
112,-1.2302488308080228e-05
113,-0.000349063450126863
114,-0.00019045948048912464
115,-0.00019314870314701693
116,-2.525455391477749e-05
117,-1.000142280105365e-05
118,-1.0370220788757933e-05
119,-2.202797695360914e-06
120,-9.40516375536049e-05
121,8.14918941216547e-06
122,-0.0001407964144384266
123,-0.00010407003999901576
124,-0.00011236450914609009
125,0.00014467081877356236
126,-4.356095880453381e-05
127,-0.0001535728008761339
128,0.00018402863641853173
129,-1.0098475247133365e-05
130,0.00010409990260029645
131,0.00011974820381510654
132,0.0002562799340743993
133,2.864898434040697e-06
134,9.447943218887644e-05
135,-0.00011418734510826312
136,0.0001582922338094761
137,0.00011151997911795775
138,0.00013886883968083907
139,9.46435007520563e-05
140,1.9383499161307327e-05
141,-7.632156606263152e-05
142,0.000107387701770989
143,8.433724479672833e-05
144,-0.00020891483348606243
145,0.00020901938157180666
146,-0.0001150297423180291
147,4.924902897940342e-05
148,0.00010861623049862601
149,5.356223848451691e-05
150,-1.1914616475650064e-05
151,0.00014278989640459372
152,6.712141527032145e-05
153,0.00013429210330428987
154,-0.0002613280333640944
155,2.4861958660693517e-05
156,-5.7451402941666174e-05
157,-0.0005777519183958191
158,0.00026056127619966674
159,0.0001346992606521269
160,-6.126722082555602e-05
161,-0.00015594638419713647
162,-6.0372843435629875e-05
163,-0.00047718685680209205
164,-0.0006719553726775018
165,0.0010877207923876142
166,-0.0014149705205213081
167,0.003927586361847091
168,-0.0028292210557445685
169,-4.998585124482702e-05
170,-0.0006912648363943674
171,-0.00037852689136030904
172,-0.001715305815128687
173,0.0008275382256073271
174,-0.0013385318632685994
175,-0.003762149808661519
176,0.0016793371936074664
177,0.0003450363021606506
178,0.0021461305600034564
179,-0.0017946462691043052
180,0.0017883943130669877
181,-0.0018660464567332724
182,0.0010889662879698392
183,-0.001458530709239625
184,-0.0011107730053794285
185,-0.000515473305284786
186,-4.878295509769259e-06
187,0.0007028178726287138
188,-0.0015537922418218386
189,-0.0037050980439978787
190,-0.005402886980885313
191,-0.0016894231299069418
192,-0.003165637784316999
193,4.2678241989335675e-05
194,-0.00012722820127208934
195,0.00023216387992519572
196,0.0019906027710092644
197,-0.0015128213293991166
198,0.0008987269784732632
199,6.670179280021671e-05
200,5.700583201928566e-05
201,6.855957430218496e-05
202,0.0001303683259656907
203,8.711177805764692e-05
204,0.00016843033820990172
205,2.537068167995926e-05
206,8.268246737941354e-05
207,0.0016711619775833242
208,1.9643720285955624e-05
209,0.0010254117042229893
210,-0.0011489466867153908
211,0.0008226944364331246
212,-0.004166691011402435
213,0.02025619195743289
214,0.005144404196961716
215,-0.009193584342046535
216,-0.02453197745031943
217,-0.04123667876937631
218,-0.053706482786584075
219,-0.0460322377016098
220,-0.041592774122758414
221,-0.049569621036216205
222,-0.054896987898747085
223,-0.05955660981317834
224,-0.06851031354758064
225,-0.07789559815872593
226,-0.0825975107146526
227,-0.09380548771181552
228,-0.06328795059788561
229,-0.07119711570123144
230,-0.08518531217355019
231,-0.10506020902839808
232,-0.13102041632601313
233,-0.16505827919321092
234,-0.20238574835310885
235,-0.19782042402530564
236,-0.16827608887545864
237,-0.20259232256325532
238,-0.23289191448894186
239,-0.14057573814742597
240,-0.08325273111408293
241,-0.10491614758183943
242,-0.09460917610173425
243,-0.07631063281840156
244,-0.08737328638106945
245,-0.04597897882195667
246,-0.020806029186868358
247,-0.0474552140782869
248,-0.034181791775012016
249,0.0019413899408959878
250,-0.016194234136115426
251,-0.002844147584912804
252,-0.012559507328688824
253,-0.012960248907791794
254,-0.013771757735216994
255,-0.00893055199890469
256,-0.023211209645221942
257,-0.008481740412449312
258,-0.041089884286034106
259,-0.007790491494290563
260,-0.028338642938567915
261,-0.005678250304956833
262,-0.013194728528347355
263,-0.005933765463979057
264,-0.008742131471173309
265,-0.010916968222272061
266,-0.018221169771948098
267,-0.011292156576949708
268,-0.010455134658968745
269,-0.014142198064241995
270,-0.00701548685876574
271,-0.014285642169102886
272,-0.011336133409578508
273,-0.013410821669328499
274,0.0014080687371098577
275,0.002972295520979884
276,0.005401777618594394
277,-0.005780029776278894
278,-0.01573163187559956
279,-0.011231222226495419
280,-0.009669409929120576
281,-0.004520532281393486
282,-0.00567043205904838
283,-0.008500247643912218
284,-0.01311533617430527
285,-0.022035882168367493
286,-0.02318979453360015
287,-0.002182444036122888
288,-0.0155456984051483
289,-0.007035535743096233
290,-0.01205102075987341
291,0.00574145789856928
292,-0.00013172751994972032
293,0.0053645854714723384
294,0.018519431669528075
295,0.0751613696391118
296,0.09480064630947638
297,0.10629886645270759
298,0.11681995616173779
299,0.11653667045225191
300,0.1250025437186686
301,0.138992453587381
302,0.11372926536056482
303,0.054856101886269215
304,0.034747156007881586
305,0.054280415285887784
